"id_photo","photo_imode","photo_web","photo_web2","photo_web3","photo_web4","photo_web_petit","vignette_carree"
"5773","photos/20120409-oeufssanschocolat.jpg","photos/20120409-oeufssanschocolat_gd.jpg",NULL,NULL,NULL,"photos/20120409-oeufssanschocolat_pt.jpg",NULL
"5774","photos/","photos/20120410-ceinture_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120410-ceinture_cons.jpg"
"5775","photos/20120410_looksemaine_deneuve_mb.jpg","photos/20120410_looksemaine_deneuve_gd.jpg",NULL,NULL,NULL,"photos/20120410_looksemaine_deneuve_pt.jpg",NULL
"5776","photos/20120410-sportwear.jpg","photos/20120410-sportwear_gd.jpg",NULL,NULL,NULL,"photos/20120410-sportwear_pt.jpg",NULL
"5777","photos/","photos/20120410-timide_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120410-timide_cons.jpg"
"5778","photos/","photos/20120410_conseil_ongles_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120410_conseil_ongles_pt.jpg"
"5779","photos/20120411-deco.jpg","photos/20120411-deco_gd.jpg",NULL,NULL,NULL,"photos/20120411-deco_pt.jpg",NULL
"5780","photos/","photos/20120411-hommeage_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120411-hommeage_cons.jpg"
"5781","photos/","photos/20120411_conseil_pekin_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120411_conseil_pekin_pt.jpg"
"5782","photos/","photos/20120411_conseil_mode_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120411_conseil_mode_pt.jpg"
"5783","photos/","photos/20120412_conseil_wonderw_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120412_conseil_wonderw_pt.jpg"
"5784","photos/","photos/20120412_conseil_eastpak_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120412_conseil_eastpak_pt.jpg"
"5785","photos/20120412_sarenza_mb.jpg","photos/20120412_sarenza_gd.jpg",NULL,NULL,NULL,"photos/20120412_sarenza_pt.jpg",NULL
"5786","photos/","photos/20120412-frangeboucles_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120412-frangeboucles_cons.jpg"
"5787","photos/","photos/20120412-amour-timide_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120412-amour-timide_cons.jpg"
"5788","photos/","photos/20120412-dire-homo_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120412-dire-homo_cons.jpg"
"5789","photos/20120413-soindjerba.jpg","photos/20120413-soindjerba_gd.jpg",NULL,NULL,NULL,"photos/20120413-soindjerba_pt.jpg",NULL
"5790","photos/20120413-gossipgirl.jpg","photos/20120413-gossipgirl_gd.jpg",NULL,NULL,NULL,"photos/20120413-gossipgirl_pt.jpg",NULL
"5791","photos/20120413-gossipgirl.jpg","photos/20120413-gossipgirl_gd.jpg",NULL,NULL,NULL,"photos/20120413-gossipgirl_pt.jpg",NULL
"5792","photos/","photos/20120415-recettemidi_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120415-recettemidi_cons.jpg"
"5793","photos/20120416-disputeelections.jpg","photos/20120416-disputeelections_gd.jpg",NULL,NULL,NULL,"photos/20120416-disputeelections_pt.jpg",NULL
"5794","photos/20120416_bienetre_eaux_mb.jpg","photos/20120416_bienetre_eaux_gd.jpg",NULL,NULL,NULL,"photos/20120416_bienetre_eaux_pt.jpg",NULL
"5795","photos/20120416_look-semaine_mb.jpg","photos/20120416_look-semaine_gd.jpg",NULL,NULL,NULL,"photos/20120416_look-semaine_pt.jpg",NULL
"5796","photos/","photos/20120415-hypnosemincir_gd.jpg",NULL,NULL,NULL,NULL,"photos/20120415-hypnosemincir_cons.jpg"
